"","Island_Name","RasterAddress_1km","DepthBin_5m","Depth_m_mn","Longitude_mn","Latitude_mn","Longitude_ras","Latitude_ras","AreaSurveyed_m2_sum","PercentLiveCoralCover_mean","PercentLiveCoralCover_sd","PercentLiveCoralCover_N","PctCoralUnbleached_mean","PctCoralUnbleached_sd","PctCoralUnbleached_N","PctCoralPartialBleached_mean","PctCoralPartialBleached_sd","PctCoralPartialBleached_N","PctCoralFullyBleached_mean","PctCoralFullyBleached_sd","PctCoralFullyBleached_N","PctAffected_mean","PctAffected_sd","PctAffected_N"
"14","Hawaii",36891,"(5,10]",8.92526946744,-155.8654489,20.0743340077821,-155.869502494255,20.07741916,2605,52.5,NA,1,40,NA,1,35,NA,1,25,NA,1,60,NA,1
"15","Hawaii",36892,"(10,15]",14.0208,-155.86452,20.0743340077821,-155.860488495532,20.07392,20,NA,NA,2,48.7,3.95979797464467,2,19.35,2.33345237791561,2,32.35,6.29325035256027,2,51.7,3.95979797464467,2
"16","Hawaii",36892,"(5,10]",9.204285959952,-155.86051518,20.0743340077821,-155.860488495532,20.072935846,11824.4,32.5,5,5,37.5,6.37377439199098,5,33.5,4.18330013267038,5,29,5.47722557505166,5,62.5,6.37377439199098,5
"17","Hawaii",37127,"(5,10]",8.768640233328,-155.8563365,20.0653087937743,-155.860488495532,20.06831287,2076.5,25,NA,1,35,NA,1,32.5,NA,1,32.5,NA,1,65,NA,1
"18","Hawaii",37128,"(10,15]",10.738136660088,-155.8524743,20.0653087937743,-155.851474496808,20.06340483,6153.6,25.8333333333333,1.44337567297406,3,40.8333333333333,3.81881307912987,3,20.8333333333333,3.81881307912987,3,38.3333333333333,1.44337567297406,3,59.1666666666667,3.81881307912987,3
"19","Hawaii",37128,"(5,10]",8.758248057516,-155.85351525,20.0653087937743,-155.851474496808,20.064610545,4346,26.25,1.76776695296637,2,41.25,1.76776695296637,2,17.5,3.53553390593274,2,41.25,5.30330085889911,2,58.75,1.76776695296637,2
"20","Hawaii",37363,"(10,15]",13.716,-155.8487678,20.0562835797665,-155.851474496808,20.05939339,30,NA,NA,1,25.43151943,NA,1,39.37263923,NA,1,35.19584133,NA,1,74.57,NA,1
"21","Hawaii",37363,"(5,10]",8.326454763624,-155.848324466667,20.0562835797665,-155.851474496808,20.05960791,4291.2,32.5,0,3,25.1932036433333,6.28608789060349,3,31.36599705,8.94889811355712,3,43.4407993066667,2.70061482004995,3,74.8066666666667,6.28586774704442,3
"22","Hawaii",37364,"(5,10]",8.892650237784,-155.8460193,20.0562835797665,-155.842460498085,20.05752677,2181.8,30,NA,1,42.5,NA,1,20,NA,1,37.5,NA,1,57.5,NA,1
"23","Hawaii",37599,"(5,10]",8.8392,-155.84073,20.0472583657588,-155.842460498085,20.05033,20,NA,NA,1,36.88,NA,1,17.02,NA,1,46.1,NA,1,63.12,NA,1
"24","Hawaii",37835,"(10,15]",13.716,-155.8371419,20.038233151751,-155.833446499362,20.03566884,30,NA,NA,1,16.52844232,NA,1,37.57398547,NA,1,45.89757221,NA,1,83.47,NA,1
"25","Hawaii",37835,"(5,10]",6.096,-155.8366193,20.038233151751,-155.833446499362,20.03571024,30,NA,NA,1,8.573521059,NA,1,36.48372343,NA,1,54.94275551,NA,1,91.43,NA,1
"26","Hawaii",38305,"(10,15]",13.716,-155.8312052,20.0201827237354,-155.833446499362,20.02040296,30,NA,NA,1,23.66495303,NA,1,48.50065055,NA,1,27.83439642,NA,1,76.34,NA,1
"27","Hawaii",38305,"(5,10]",6.096,-155.8299388,20.0201827237354,-155.833446499362,20.02049558,30,NA,NA,1,8.867117098,NA,1,39.90206144,NA,1,51.23082146,NA,1,91.13,NA,1
"28","Hawaii",38775,"(10,15]",13.716,-155.8309239,20.0021322957198,-155.833446499362,19.99986654,30,NA,NA,1,50.52872566,NA,1,11.34567187,NA,1,38.12560247,NA,1,49.47,NA,1
"29","Hawaii",38775,"(5,10]",6.096,-155.8289395,20.0021322957198,-155.833446499362,20.00066668,30,NA,NA,1,44.32562879,NA,1,24.09248305,NA,1,31.58188816,NA,1,55.67,NA,1
