"","X","Island_Name","RasterAddress_1km","DepthBin_5m","Depth_m_mn","Longitude_mn","Latitude_mn","Longitude_ras","Latitude_ras","AreaSurveyed_m2_sum","PercentLiveCoralCover_mean","PercentLiveCoralCover_sd","PercentLiveCoralCover_N","PctCoralUnbleached_mean","PctCoralUnbleached_sd","PctCoralUnbleached_N","PctCoralPartialBleached_mean","PctCoralPartialBleached_sd","PctCoralPartialBleached_N","PctCoralFullyBleached_mean","PctCoralFullyBleached_sd","PctCoralFullyBleached_N","PctAffected_mean","PctAffected_sd","PctAffected_N","DHW_v2_20151101","DHW_v3_20151101","DHW_MUR_20141101","DHW_MUR_20151101","Prop_BleachResTaxa","optional"
"74",74,"Hawaii",44391,"(10,15]",13.716,-156.0475293,19.7855271595331,-156.049782468723,19.78396682,30,NA,NA,1,40.07029227,NA,1,26.39289678,NA,1,33.53681095,NA,1,59.93,NA,1,7.45999983325601,12.5389719009399,1.27400355496249,14.7415276202527,0.151973908193406,TRUE
"75",75,"Hawaii",44391,"(5,10]",8.650451047812,-156.0474906,19.7855271595331,-156.049782468723,19.78386454,7166.2,20.8333333333333,14.4337567297406,4,49.63307286,8.9277773701488,4,10.7444689175,2.52657921766984,4,39.6224582225,7.39843347214112,4,50.3675,8.92787162019407,4,7.45999983325601,12.5389719009399,1.27400355496249,14.7415276202527,0.151973908193406,TRUE
"76",76,"Hawaii",44392,"(5,10]",6.601475573508,-156.041447725,19.7855271595331,-156.04076847,19.787621525,10689.3,10.375,6.87234797333973,4,38.125,15.1897717779652,4,8.125,2.39356776939085,4,53.75,17.0171482138851,4,61.875,15.1897717779652,4,7.45999983325601,12.5389719009399,1.27400355496249,14.7415276202527,0.158181220434183,TRUE
"77",77,"Hawaii",44626,"(5,10]",7.355262483,-156.051007333333,19.7765019455253,-156.049782468723,19.7739646833333,6122.6,51.6666666666667,2.88675134594813,3,55,2.5,3,23.3333333333333,1.44337567297406,3,21.6666666666667,2.88675134594813,3,45,2.5,3,5.85999986901879,12.913067817688,1.3988646706382,14.7358134552673,0.219515807563922,TRUE
"78",78,"Hawaii",44861,"(10,15]",10.02145928928,-156.0504038,19.7674767315175,-156.049782468723,19.76589198,2009.3,2.6,NA,1,40,NA,1,20,NA,1,40,NA,1,60,NA,1,5.85999986901879,12.913067817688,1.40348372826209,14.2511094439161,0.288377421836558,TRUE
"79",79,"Hawaii",44861,"(5,10]",8.733811706592,-156.050697,19.7674767315175,-156.049782468723,19.7679941325,8372.4,14.5,11.4455231422596,4,57.5,4.56435464587638,4,17.5,3.53553390593274,4,25,7.07106781186548,4,42.5,4.56435464587638,4,5.85999986901879,12.913067817688,1.40348372826209,14.2511094439161,0.288377421836558,TRUE
"80",80,"Hawaii",45096,"(10,15]",10.508737992648,-156.0511061,19.7584515175097,-156.049782468723,19.756831975,9098,17.125,10.4353166379048,4,39.375,5.15388203202208,4,33.125,6.88446318410763,4,27.5,3.53553390593274,4,60.625,5.15388203202208,4,5.85999986901879,12.913067817688,1.42430213467105,14.0517212668618,2.53353265566476,TRUE
"81",81,"Hawaii",45096,"(5,10]",8.524131374112,-156.051338766667,19.7584515175097,-156.049782468723,19.7605153533333,6153.1,25.8333333333333,6.29152869605896,3,57.5,11.4564392373896,3,16.6666666666667,7.21687836487032,3,25.8333333333333,7.63762615825973,3,42.5,11.4564392373896,3,5.85999986901879,12.913067817688,1.42430213467105,14.0517212668618,3.16654940544458,TRUE
"82",82,"Hawaii",45330,"(5,10]",9.485050254912,-156.0546375,19.7494263035019,-156.058796467447,19.74853696,1877.8,32.5,NA,1,37.5,NA,1,25,NA,1,37.5,NA,1,62.5,NA,1,1.6099999640137,12.8458261489868,1.73580860934415,13.9987253629244,0.86188090332458,TRUE
"83",83,"Hawaii",45331,"(10,15]",11.297672443224,-156.0519513,19.7494263035019,-156.049782468723,19.75039263,1981,25,NA,1,30,NA,1,32.5,NA,1,37.5,NA,1,70,NA,1,1.6099999640137,12.8458261489868,1.73580860934415,13.9987253629244,0.903525809375797,TRUE
"84",84,"Hawaii",45331,"(5,10]",9.721426492344,-156.051987833333,19.7494263035019,-156.049782468723,19.7515451833333,5867.9,25.8333333333333,18.0854453451756,3,43.3333333333333,3.81881307912987,3,35,5,3,21.6666666666667,8.77971146071062,3,56.6666666666667,3.81881307912987,3,1.6099999640137,12.8458261489868,1.73580860934415,13.9987253629244,0.903525809375797,TRUE
"85",85,"Hawaii",45565,"(10,15]",11.5824,-156.05568,19.7404010894942,-156.058796467447,19.74012,13.1,NA,NA,1,43.22,NA,1,20.6,NA,1,36.18,NA,1,56.78,NA,1,1.6099999640137,12.8458261489868,1.76524740645301,13.813235999027,4.19298141829804,TRUE
"86",86,"Hawaii",45566,"(5,10]",7.62,-156.05386,19.7404010894942,-156.049782468723,19.73598,6.5,NA,NA,1,59.21,NA,1,21.05,NA,1,19.74,NA,1,40.79,NA,1,1.6099999640137,12.8458261489868,1.76524740645301,13.813235999027,0.875799652098504,TRUE
"87",87,"Hawaii",45800,"(10,15]",10.668,-156.05896,19.7313758754864,-156.058796467447,19.73266,4.8,NA,NA,1,59.65,NA,1,16.67,NA,1,23.68,NA,1,40.35,NA,1,1.6099999640137,12.8458261489868,1.76524740645301,13.813235999027,1.60762178608334,TRUE
"88",88,"Hawaii",47448,"(10,15]",12.192,-156.030145175,19.6681993774319,-156.031754471277,19.6710988825,60,NA,NA,4,47.0875673075,13.1205024660912,4,33.6173582125,7.28607663516505,4,24.47007448,6.60543249255155,4,58.0875,11.9214355259759,4,4.40999990142882,13.5828809738159,1.66037361787789,13.9886923010969,5.016997447397,TRUE
"89",89,"Hawaii",47448,"(5,10]",6.096,-156.0303344,19.6681993774319,-156.031754471277,19.67098346,30,NA,NA,1,38.88907248,NA,1,26.05878681,NA,1,35.05214071,NA,1,61.11,NA,1,4.40999990142882,13.5828809738159,1.66037361787789,13.9886923010969,5.016997447397,TRUE
"90",90,"Hawaii",48392,"(10,15]",10.9728,-155.993,19.6320985214008,-155.995698476383,19.6312,30,NA,NA,3,33.6333333333333,18.5995519659301,3,28.6666666666667,12.1079863451085,3,39.5,10.4455732250557,3,68.1666666666667,19.5985543684562,3,13.4199997000396,14.6141128540039,1.41023960532723,14.9114012896359,4.80228311587366,TRUE
"91",91,"Hawaii",50040,"(10,15]",12.192,-155.96935,19.5689220233463,-155.968656480213,19.56838,30,NA,NA,3,54.8666666666667,4.31895048979881,3,23.2333333333333,5.85348898805946,3,22.9,0.953939201416945,3,46.1333333333333,4.91663841799794,3,9.00999979861081,14.7368307113647,1.41931299901271,15.4923000866677,3.08794343070585,TRUE
"92",92,"Hawaii",50040,"(5,10]",6.096,-155.9693345,19.5689220233463,-155.968656480213,19.56838343,30,NA,NA,1,38.30683023,NA,1,32.47554142,NA,1,29.21762835,NA,1,61.69,NA,1,9.00999979861081,14.7368307113647,1.41931299901271,15.4923000866677,3.08794343070585,TRUE
"93",93,"Hawaii",52394,"(5,10]",7.9248,-155.93278,19.4786698832685,-155.932600485319,19.4793,30,NA,NA,3,50.8,4.4977772288098,3,27,8.1504601097116,3,23.8,6.2745517768204,3,50.8,5.33572862878164,3,8.02999982051551,15.3351011276245,0.99445048740932,16.2805670238677,5.07363764544319,TRUE
"94",94,"Hawaii",55218,"(10,15]",10.9728,-155.8974,19.3703673151751,-155.896544490426,19.36915,30,NA,NA,3,49.1666666666667,5.78734251045619,3,29.8333333333333,3.75410886008029,3,21.0333333333333,9.08973780333258,3,50.8666666666667,5.76223336331785,3,9.5899997856468,15.3893728256226,0.892651914240241,17.6849719644903,11.0255763164497,TRUE
"95",95,"Hawaii",60386,"(10,15]",14.0208,-155.91325,19.1718126070039,-155.914572487872,19.1673,30,NA,NA,3,39.5666666666667,16.676130646326,3,40.1,12.3850716590579,3,22.1666666666667,6.84202699010559,3,62.2666666666667,17.6534227087365,3,6.58999985270202,15.299352645874,1.18490459884325,17.2718991858027,12.9364761427453,TRUE
"96",96,"Lanai",15868,"(10,15]",10.483000287456,-156.8405412,20.8775780544747,-156.843014356383,20.87505837,2603.4,92.5,NA,1,74,NA,1,20,NA,1,6,NA,1,26,NA,1,10.7499997597188,9.6873664855957,3.17494231342044,12.6990190456624,5.59812362565404,TRUE
"97",97,"Lanai",15868,"(5,10]",9.42304787244,-156.838938,20.8775780544747,-156.843014356383,20.87314579,2778.6,92.5,NA,1,67,NA,1,20,NA,1,13,NA,1,33,NA,1,10.7499997597188,9.6873664855957,3.17494231342044,12.6990190456624,5.24095030216641,TRUE
"98",98,"Lanai",16104,"(10,15]",10.337136647256,-156.8370376,20.8685528404669,-156.83400035766,20.87155338,2566,92.5,NA,1,78.5,NA,1,17.5,NA,1,4,NA,1,21.5,NA,1,10.7499997597188,9.6873664855957,3.334779907735,12.7515383926278,9.20473302063259,TRUE
"99",99,"Lanai",16104,"(5,10]",8.456997590676,-156.83278845,20.8685528404669,-156.83400035766,20.8670325775,10976.6,90,5,4,60,7.90569415042095,4,30,5.40061724867322,4,10,2.88675134594813,4,40,7.90569415042095,4,10.7499997597188,9.6873664855957,3.05278806608647,12.6203321783478,11.2234884338069,TRUE
"100",100,"Lanai",16340,"(5,10]",7.661483152752,-156.8246487,20.8595276264591,-156.824986358936,20.8583701325,6140.5,81.6666666666667,3.81881307912987,4,76.5025,22.6770079963532,4,16.365,17.47129741414,4,7.1325,5.53415681623377,4,23.4975,22.6770079963532,4,10.7499997597188,9.6873664855957,2.76555876409023,12.5803995940416,13.8473911563768,TRUE
"101",101,"Lanai",16340,"[0,5]",4.5981316771812,-156.8268538,20.8595276264591,-156.824986358936,20.85901106,5341.3,63.75,5.30330085889911,2,35,7.07106781186548,2,41.25,1.76776695296637,2,23.75,5.30330085889911,2,65,7.07106781186548,2,10.7499997597188,9.6873664855957,3.20135474044438,12.5426827457432,12.9909083242397,TRUE
"102",102,"Lanai",16575,"(5,10]",5.987087099976,-156.8205166,20.8505024124514,-156.824986358936,20.85407488,1756.1,85,NA,1,81,NA,1,12.5,NA,1,6.5,NA,1,19,NA,1,10.7499997597188,9.6873664855957,3.1942817913814,12.6435385375782,4.23161822545207,TRUE
"103",103,"Lanai",16576,"(10,15]",10.228700279928,-156.817059566667,20.8505024124514,-156.815972360213,20.8501850133333,3696.3,85,10.6066017177982,3,85.7133333333333,7.5747299181775,3,3.12,0.336452076825214,3,11.1666666666667,7.75134396948899,3,14.2866666666667,7.5747299181775,3,10.7499997597188,9.6873664855957,3.1942817913814,12.6435385375782,13.7646881197869,TRUE
"104",104,"Lanai",16576,"(5,10]",8.721377280864,-156.81693552,20.8505024124514,-156.815972360213,20.849557604,10613.5,90,4.33012701892219,5,87.3,3.4928498393146,5,5.7,2.46475150877325,5,7,1.62018517460197,5,12.7,3.4928498393146,5,10.7499997597188,9.6873664855957,3.1942817913814,12.6435385375782,13.7646881197869,TRUE
"105",105,"Lanai",17517,"(10,15]",14.0208,-156.80301,20.8144015564202,-156.806958361489,20.81291,0,NA,NA,1,63.93,NA,1,6.56,NA,1,29.51,NA,1,36.07,NA,1,9.74999978207052,9.82271099090576,3.55503279027767,13.1381209920121,8.56308149381817,TRUE
"106",106,"Lanai",17752,"(10,15]",11.8872,-156.80415,20.8053763424125,-156.806958361489,20.80447,0,NA,NA,1,68.82,NA,1,6.08,NA,1,25.1,NA,1,31.18,NA,1,9.74999978207052,9.82271099090576,3.55503279027767,13.1381209920121,8.56308149381817,TRUE
"107",107,"Lanai",17752,"(5,10]",9.225653934996,-156.80512295,20.8053763424125,-156.806958361489,20.80373335,4066.6,66.25,8.83883476483184,2,85.5,0.707106781186548,2,10,0,2,4.5,0.707106781186548,2,14.5,0.707106781186548,2,9.74999978207052,9.82271099090576,3.73713980900908,13.1001896741584,8.56308149381817,TRUE
"108",108,"Lanai",17987,"(10,15]",10.104442898268,-156.8084992,20.7963511284047,-156.806958361489,20.796524055,3501.4,67.5,14.142135623731,2,70,10.6066017177982,2,13.75,5.30330085889911,2,16.25,5.30330085889911,2,30,10.6066017177982,2,8.08999981917441,9.96286773681641,3.9716250058904,13.2391558880081,6.35086961906281,TRUE
"109",109,"Lanai",17987,"(5,10]",9.661959277776,-156.808639675,20.7963511284047,-156.806958361489,20.796553625,8029,61.25,9.24211375534118,4,78.75,1.44337567297406,4,10,2.04124145231932,4,11.25,1.44337567297406,4,21.25,1.44337567297406,4,8.08999981917441,9.96286773681641,3.9716250058904,13.2391558880081,6.35086961906281,TRUE
"110",110,"Lanai",18221,"(5,10]",9.735033050856,-156.811779,20.7873259143969,-156.815972360213,20.79114614,2412.7,70,NA,1,65,NA,1,15,NA,1,20,NA,1,35,NA,1,8.08999981917441,9.96286773681641,4.0807615224033,13.0842724563128,7.50374735335822,TRUE
"111",111,"Lanai",18455,"(10,15]",10.119885521688,-156.8208872,20.7783007003891,-156.824986358936,20.78019019,2189.6,22.5,NA,1,57.5,NA,1,27.5,NA,1,15,NA,1,42.5,NA,1,8.08999981917441,9.96286773681641,4.5264578051535,12.9357738866742,7.02066103928798,TRUE
"112",112,"Lanai",18455,"(5,10]",9.19822975464,-156.822911566667,20.7783007003891,-156.824986358936,20.7768864233333,6451.7,46.6666666666667,12.5830573921179,3,64.1666666666667,3.81881307912987,3,25.8333333333333,1.44337567297406,3,10,2.5,3,35.8333333333333,3.81881307912987,3,8.08999981917441,9.96286773681641,4.5264578051535,12.9357738866742,5.3730089770394,TRUE
"113",113,"Lanai",18456,"(5,10]",8.837166902472,-156.8197491,20.7783007003891,-156.815972360213,20.78166144,1900.4,45,NA,1,75,NA,1,15,NA,1,10,NA,1,25,NA,1,8.08999981917441,9.96286773681641,4.5264578051535,12.9357738866742,7.38499861549124,TRUE
"114",114,"Lanai",18689,"(5,10]",9.59411501316,-156.8295967,20.7692754863813,-156.83400035766,20.76516068,2080.9,45,NA,1,67.5,NA,1,12.5,NA,1,20,NA,1,32.5,NA,1,8.08999981917441,9.96286773681641,4.68116651262556,12.9476190294538,1.55662366905483,TRUE
"115",115,"Lanai",18690,"(10,15]",10.365893727156,-156.82688535,20.7692754863813,-156.824986358936,20.768586175,4241.3,41.25,1.76776695296637,2,87.5,0,2,6.25,1.76776695296637,2,6.25,1.76776695296637,2,12.5,0,2,8.08999981917441,9.96286773681641,4.68116651262556,12.9476190294538,0.924987508482116,TRUE
"116",116,"Lanai",18690,"(5,10]",9.440918287296,-156.826524428571,20.7692754863813,-156.824986358936,20.7699152357143,14351.2,45.7142857142857,14.1946502330313,7,80.3571428571429,6.59364773673803,7,8.64285714285714,3.77176225075103,7,11,3.36650164612069,7,19.6428571428571,6.59364773673803,7,8.08999981917441,9.96286773681641,4.68116651262556,12.9476190294538,0.868852914423755,TRUE
"117",117,"Lanai",18923,"(10,15]",11.5824,-156.84244,20.7602502723735,-156.843014356383,20.75623,16.85,NA,NA,1,65.42,NA,1,11.21,NA,1,23.36,NA,1,34.58,NA,1,8.08999981917441,9.96286773681641,5.21304041544596,12.8867881411598,0.904761476976332,TRUE
"118",118,"Lanai",18924,"(10,15]",10.665926522568,-156.83249,20.7602502723735,-156.83400035766,20.76260172,4335.3,26.25,5.30330085889911,2,73.75,1.76776695296637,2,7.5,3.53553390593274,2,18.75,5.30330085889911,2,26.25,1.76776695296637,2,8.08999981917441,9.96286773681641,4.78312272291917,12.9076736575954,0.980625443391702,TRUE
"119",119,"Lanai",18924,"(5,10]",9.249180576792,-156.835105233333,20.7602502723735,-156.83400035766,20.7606663733333,7156.5,30.8333333333333,5.20416499866533,3,70.8333333333333,2.88675134594813,3,18.3333333333333,11.8145390656315,3,10.8333333333333,10.1036297108185,3,29.1666666666667,2.88675134594813,3,8.08999981917441,9.96286773681641,5.21304041544596,12.8867881411598,0.865620706945895,TRUE
"120",120,"Lanai",19155,"(5,10]",9.010319911512,-156.867820575,20.7512250583658,-156.870056352553,20.74869714,7820.9,55.625,15.0519932234904,4,63.75,3.22748612183951,4,22.5,6.12372435695795,4,13.75,5.95119035711904,4,36.25,3.22748612183951,4,8.11999981850386,10.1939554214478,5.44619406745547,12.9100843974522,1.07786857597835,TRUE
"121",121,"Lanai",19156,"(5,10]",8.83689053574,-156.8622966,20.7512250583658,-156.86104235383,20.751929745,6652.6,0.325,0.320156211871642,4,55,31.091263510296,4,8.75,10.3077640640442,4,36.25,29.2617497767991,4,45,31.091263510296,4,8.11999981850386,10.1939554214478,5.44179952293089,12.9147207909888,1.02001948574675,TRUE
"122",122,"Lanai",19389,"(10,15]",10.3632,-156.87962,20.742199844358,-156.879070351277,20.74078,15,NA,NA,1,34.16,NA,1,15.64,NA,1,50.21,NA,1,65.84,NA,1,8.11999981850386,10.1939554214478,5.50904997312105,13.3189613971081,2.52852642619571,TRUE
"123",123,"Lanai",19390,"(5,10]",9.630819932892,-156.8723457,20.742199844358,-156.870056352553,20.74532084,4145.7,1,1.4142135623731,2,77.5,31.8198051533946,2,15,21.2132034355964,2,7.5,10.6066017177982,2,22.5,31.8198051533946,2,8.11999981850386,10.1939554214478,5.658723956936,12.8668043639634,0.510297052615276,TRUE
"124",124,"Lanai",19615,"(10,15]",10.978434730164,-156.95850315,20.7331746303502,-156.960196339787,20.731644815,5183.1,27.5,7.07106781186548,2,63.75,1.76776695296637,2,22.5,3.53553390593274,2,13.75,1.76776695296637,2,36.25,1.76776695296637,2,8.24999981559813,11.2321348190308,5.62225051083407,13.2476549903115,3.36473303064484,TRUE
"125",125,"Lanai",19616,"(10,15]",11.278819984104,-156.948811966667,20.7331746303502,-156.951182341064,20.7339206333333,7008.8,26.6666666666667,5.20416499866533,3,66.6666666666667,2.88675134594813,3,20,2.5,3,13.3333333333333,3.81881307912987,3,33.3333333333333,2.88675134594813,3,7.24999983794987,10.282751083374,5.61727674784678,13.2684409012288,4.97625213313113,TRUE
"126",126,"Lanai",19616,"(5,10]",8.544073996152,-156.951339125,20.7331746303502,-156.951182341064,20.73361041,9421.9,35,12.4163870214594,4,66.25,4.78713553878169,4,17.5,2.88675134594813,4,16.25,2.5,4,33.75,4.78713553878169,4,8.24999981559813,11.2321348190308,5.61727674784678,13.2684409012288,3.31865913317582,TRUE
"127",127,"Lanai",19617,"(10,15]",10.331065857264,-156.942686266667,20.7331746303502,-156.94216834234,20.7347165366667,6938.4,25,2.5,3,60,8.66025403784439,3,20.8333333333333,5.20416499866533,3,19.1666666666667,3.81881307912987,3,40,8.66025403784439,3,7.24999983794987,10.282751083374,5.60466168511919,13.4315086532425,2.88079989281704,TRUE
"128",128,"Lanai",19617,"(5,10]",9.120164177472,-156.94273628,20.7331746303502,-156.94216834234,20.734543038,12391,15,8.10092587300982,5,56.5,13.7613589445229,5,21,5.18411033833193,5,22.5,18.3711730708738,5,43.5,13.7613589445229,5,7.24999983794987,10.282751083374,5.60466168511919,13.4315086532425,2.88079989281704,TRUE
"129",129,"Lanai",19618,"(5,10]",9.764492068392,-156.936351066667,20.7331746303502,-156.933154343617,20.73443127,7290.2,10,5,3,54.1666666666667,7.63762615825973,3,17.5,5,3,28.3333333333333,10.4083299973307,3,45.8333333333333,7.63762615825973,3,7.24999983794987,10.282751083374,5.60466168511919,13.4315086532425,4.97625213313113,TRUE
"130",130,"Lanai",19619,"(5,10]",8.651614981476,-156.92086915,20.7331746303502,-156.924140344894,20.735121635,4385.2,37.5,7.07106781186548,2,65,3.53553390593274,2,20,0,2,15,3.53553390593274,2,35,3.53553390593274,2,7.24999983794987,10.282751083374,5.56270965604118,13.2958073486775,2.22829979025015,TRUE
"131",131,"Lanai",19620,"(5,10]",9.295196970408,-156.914200614286,20.7331746303502,-156.91512634617,20.7363305814286,13714.8,18.9285714285714,3.49319065502886,7,52.5,11.1803398874989,7,18.9285714285714,5.3729924268556,7,28.5714285714286,6.59184199995577,7,47.5,11.1803398874989,7,7.24999983794987,10.282751083374,5.41129095755217,13.2767462042225,1.40917724211804,TRUE
"132",132,"Lanai",19621,"(10,15]",10.9728,-156.90825,20.7331746303502,-156.906112347447,20.73451,10,NA,NA,1,82.13,NA,1,5.11,NA,1,12.77,NA,1,17.87,NA,1,7.24999983794987,10.282751083374,5.41129095755217,13.2767462042225,8.6893797196636,TRUE
"133",133,"Lanai",19621,"(5,10]",7.759066866144,-156.9090598,20.7331746303502,-156.906112347447,20.7358349,2378.6,15,NA,1,45,NA,1,20,NA,1,35,NA,1,55,NA,1,7.24999983794987,10.282751083374,5.41129095755217,13.2767462042225,9.48382425001699,TRUE
"134",134,"Lanai",19622,"(5,10]",9.144,-156.89285,20.7331746303502,-156.897098348723,20.73276,9.7,NA,NA,1,46.43,NA,1,26.79,NA,1,26.79,NA,1,53.57,NA,1,8.11999981850386,10.1939554214478,5.26197584801977,13.3395233447735,9.15836906637972,TRUE
"135",135,"Maui",13535,"(5,10]",8.754357808248,-156.6876167,20.9678301945525,-156.689776378085,20.964541245,13304.4,1.55,1.34350288425444,2,63.6,12.3036579926459,2,30.1,14.142135623731,2,6.3,1.83847763108502,2,36.4,12.3036579926459,2,9.49999978765845,9.96481037139893,3.91155655130799,13.724318147317,6.04534790331223,TRUE
"136",136,"Maui",13770,"(5,10]",7.77669441636,-156.68898072,20.9588049805447,-156.689776378085,20.957833584,32269.8,15.02,15.9382244933368,5,71.64,19.3549218546601,5,14.24,18.0328311698413,5,14.12,14.7257257885647,5,28.36,19.3549218546601,5,9.49999978765845,9.96481037139893,3.89490044422638,13.6284452068063,6.80050888221749,TRUE
"137",137,"Maui",14004,"(10,15]",10.3632,-156.69955,20.949779766537,-156.698790376809,20.94925,15,NA,NA,1,56.38,NA,1,10.07,NA,1,33.56,NA,1,43.62,NA,1,9.49999978765845,9.65064334869385,3.5996325985416,13.5411492791368,5.15409487831699,TRUE
"138",138,"Maui",14004,"(5,10]",7.050694391604,-156.69441325,20.949779766537,-156.698790376809,20.9462675,13391.9,18.75,1.76776695296637,2,71.75,9.54594154601839,2,15.75,6.01040764008565,2,12.5,3.53553390593274,2,28.25,9.54594154601839,2,9.49999978765845,9.65064334869385,3.74049571459983,13.4066669100807,13.2575843732454,TRUE
"139",139,"Maui",14005,"(5,10]",7.304558036784,-156.69305525,20.949779766537,-156.689776378085,20.9508387275,21790.3,48.75,10.5079335107654,4,85.75,3.3291640592397,4,9.125,1.9737865470545,4,5.125,1.65201896679992,4,14.25,3.3291640592397,4,9.49999978765845,9.65064334869385,3.74049571459983,13.4066669100807,8.66961079096114,TRUE
"140",140,"Maui",14240,"(5,10]",5.704260465732,-156.6937303,20.9407545525292,-156.689776378085,20.9401848175,30216.7,13.375,21.1004541815257,4,66.25,11.0867789130417,4,16.875,6.25,4,16.875,7.46519702798705,4,33.75,11.0867789130417,4,7.49999983236194,9.65064334869385,3.73012719765687,13.3427245185489,11.6423006172094,TRUE
"141",141,"Maui",14474,"(5,10]",6.209533483632,-156.6951183,20.9317293385214,-156.698790376809,20.92988071,8094,0,NA,1,100,NA,1,0,NA,1,0,NA,1,0,NA,1,7.49999983236194,9.65064334869385,3.43306492257031,13.2782565707252,6.19051957618704,TRUE
"142",142,"Maui",14475,"(5,10]",6.70022744052,-156.69401325,20.9317293385214,-156.689776378085,20.93311718,15800.8,0.05,0.0707106781186548,2,75,35.3553390593274,2,25,35.3553390593274,2,0,0,2,25,35.3553390593274,2,7.49999983236194,9.65064334869385,3.42691016284537,13.4324592268947,7.78676613741116,TRUE
"143",143,"Maui",14944,"(10,15]",10.3632,-156.69501,20.9136789105058,-156.698790376809,20.91035,15,NA,NA,1,46.19,NA,1,15.74,NA,1,38.07,NA,1,53.81,NA,1,7.49999983236194,9.65064334869385,3.10517599294474,13.5136331495348,7.93154773784358,TRUE
"144",144,"Maui",14944,"(5,10]",9.7536,-156.69682,20.9136789105058,-156.698790376809,20.91294,20,NA,NA,1,44.75,NA,1,11.28,NA,1,43.97,NA,1,55.25,NA,1,7.49999983236194,9.65064334869385,3.10770385867947,13.3727131958846,14.233243641858,TRUE
"145",145,"Maui",14944,"[0,5]",3.5915744469672,-156.69667365,20.9136789105058,-156.698790376809,20.91426753,14671,35,3.53553390593274,2,50,0,2,25,0,2,25,0,2,50,0,2,7.49999983236194,9.65064334869385,3.10770385867947,13.3727131958846,14.233243641858,TRUE
"146",146,"Maui",14945,"(5,10]",8.619008490936,-156.6916792,20.9136789105058,-156.689776378085,20.90921045,6631.5,5,NA,1,65,NA,1,20,NA,1,15,NA,1,35,NA,1,7.49999983236194,9.65064334869385,3.10517599294474,13.5136331495348,0.848798966613216,TRUE
"147",147,"Maui",14945,"[0,5]",4.3983926541048,-156.69349655,20.9136789105058,-156.689776378085,20.911141905,14531,31.25,5.30330085889911,2,40,7.07106781186548,2,32.5,3.53553390593274,2,27.5,3.53553390593274,2,60,7.07106781186548,2,7.49999983236194,9.65064334869385,3.10517599294474,13.5136331495348,5.90093956179086,TRUE
"148",148,"Maui",15180,"(5,10]",6.34914064968,-156.6901313,20.9046536964981,-156.689776378085,20.90900809,6171.9,1.5,NA,1,70,NA,1,15,NA,1,15,NA,1,30,NA,1,5.80999987013638,9.65064334869385,3.23467089055659,13.5013364016355,1.12631054070464,TRUE
"149",149,"Maui",15180,"[0,5]",4.950982616436,-156.687116525,20.9046536964981,-156.689776378085,20.9046354925,32089.7,13.25,10.3158454169625,4,37.5,2.88675134594813,4,33.125,2.39356776939085,4,29.375,1.25,4,62.5,2.88675134594813,4,5.80999987013638,9.65064334869385,3.23467089055659,13.5013364016355,4.50053077261358,TRUE
"150",150,"Maui",15650,"(10,15]",10.3632,-156.69002,20.8866032684825,-156.689776378085,20.88515,15,NA,NA,1,33.67,NA,1,17.09,NA,1,49.25,NA,1,66.33,NA,1,5.80999987013638,9.77013683319092,3.22205980182131,13.3452882487259,2.37592244210354,TRUE
"151",151,"Maui",15650,"(5,10]",9.7536,-156.69148,20.8866032684825,-156.689776378085,20.88262,16,NA,NA,1,48.15,NA,1,18.52,NA,1,33.33,NA,1,51.85,NA,1,5.80999987013638,9.77013683319092,3.22205980182131,13.3452882487259,2.69494687852735,TRUE
"152",152,"Maui",17537,"(5,10]",9.4488,-156.63087,20.8144015564202,-156.626678387021,20.81472,15,NA,NA,1,35.42,NA,1,10.42,NA,1,54.17,NA,1,64.58,NA,1,8.46999981068075,11.6029806137085,3.85613524608123,12.0373538216392,4.70630689262708,TRUE
"153",153,"Maui",17772,"(5,10]",9.511319927544,-156.6239787,20.8053763424125,-156.626678387021,20.806546855,4883.1,43.75,5.30330085889911,2,38.75,8.83883476483184,2,35,3.53553390593274,2,26.25,5.30330085889911,2,61.25,8.83883476483184,2,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,10.7392100559967,TRUE
"154",154,"Maui",17773,"(10,15]",10.519492092552,-156.6159768,20.8053763424125,-156.617664388298,20.80224275,5036.8,68.75,8.83883476483184,2,63.75,1.76776695296637,2,25,0,2,11.25,1.76776695296637,2,36.25,1.76776695296637,2,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,7.74800693134224,TRUE
"155",155,"Maui",17773,"(5,10]",6.702213282624,-156.617229542857,20.8053763424125,-156.617664388298,20.8033118585714,15605.6,41.7857142857143,23.528098702858,7,47.5,12.5,7,34.6428571428571,8.71165065546462,7,17.8571428571429,5.48265663793784,7,52.5,12.5,7,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,6.03824017671593,TRUE
"156",156,"Maui",17773,"[0,5]",4.749442726908,-156.6205061,20.8053763424125,-156.617664388298,20.80438049,4618.5,35,0,2,28.75,8.83883476483184,2,35,7.07106781186548,2,36.25,1.76776695296637,2,71.25,8.83883476483184,2,8.46999981068075,11.6029806137085,3.84011710869087,12.0705105247078,7.38798844639127,TRUE
