"","Island_Name","RasterAddress_250m","DepthBin_5m","Depth_m_mn","Longitude_mn","Latitude_mn","Longitude_ras","Latitude_ras","AreaSurveyed_m2_sum","PercentLiveCoralCover_mean","PercentLiveCoralCover_sd","PercentLiveCoralCover_N","PctCoralUnbleached_mean","PctCoralUnbleached_sd","PctCoralUnbleached_N","PctCoralPartialBleached_mean","PctCoralPartialBleached_sd","PctCoralPartialBleached_N","PctCoralFullyBleached_mean","PctCoralFullyBleached_sd","PctCoralFullyBleached_N","PctAffected_mean","PctAffected_sd","PctAffected_N"
"13","Hawaii",573043,"(5,10]",7.066045632936,-155.8875072,NA,NA,20.11725629,1758.8,30,NA,1,47.5,NA,1,35,NA,1,17.5,NA,1,52.5,NA,1
"14","Hawaii",573044,"(5,10]",8.090091120528,-155.8860135,NA,NA,20.11627212,2221.5,55,NA,1,35,NA,1,40,NA,1,25,NA,1,65,NA,1
"15","Hawaii",573985,"(5,10]",9.075792733068,-155.8855011,NA,NA,20.11390777,3573.2,41.25,5.30330085889911,2,42.5,10.6066017177982,2,35,14.142135623731,2,22.5,3.53553390593274,2,57.5,10.6066017177982,2
"16","Hawaii",574927,"(5,10]",8.920428807576,-155.8847522,NA,NA,20.11179616,1970.4,37.5,NA,1,60,NA,1,27.5,NA,1,12.5,NA,1,40,NA,1
"17","Hawaii",575868,"(5,10]",6.733190643072,-155.8837773,NA,NA,20.110393,1896.6,35,NA,1,57.5,NA,1,27.5,NA,1,15,NA,1,42.5,NA,1
"18","Hawaii",577750,"(10,15]",11.035793406912,-155.8840706,NA,NA,20.10587233,2076.1,25,NA,1,48.5,NA,1,45,NA,1,6.5,NA,1,51.5,NA,1
"19","Hawaii",577751,"(5,10]",8.458727496792,-155.8829609,NA,NA,20.1043288,2161.4,30,NA,1,50,NA,1,45,NA,1,5,NA,1,50,NA,1
"20","Hawaii",578692,"(5,10]",9.202708580328,-155.881866,NA,NA,20.10310712,2209,35,NA,1,52.5,NA,1,40,NA,1,7.5,NA,1,47.5,NA,1
"21","Hawaii",578693,"(5,10]",9.858500267472,-155.8803788,NA,NA,20.10210719,2027.6,40,NA,1,53.5,NA,1,42.5,NA,1,4,NA,1,46.5,NA,1
"22","Hawaii",579634,"(5,10]",9.483166923144,-155.8796164,NA,NA,20.1004441,2518.3,30,NA,1,56,NA,1,40,NA,1,4,NA,1,44,NA,1
"23","Hawaii",580575,"(5,10]",8.553125227224,-155.8788249,NA,NA,20.09862833,2120.9,32.5,NA,1,55,NA,1,37.5,NA,1,7.5,NA,1,45,NA,1
"24","Hawaii",581516,"(5,10]",8.974240238688,-155.8786547,NA,NA,20.09673486,2417.2,20,NA,1,55,NA,1,37.5,NA,1,7.5,NA,1,45,NA,1
"25","Hawaii",581517,"(5,10]",9.390280253952,-155.8775168,NA,NA,20.095834,2133.3,22.5,NA,1,52.5,NA,1,40,NA,1,7.5,NA,1,47.5,NA,1
"26","Hawaii",582458,"(5,10]",9.131000244192,-155.8764165,NA,NA,20.09452217,1910.3,22.5,NA,1,47.5,NA,1,42.5,NA,1,10,NA,1,52.5,NA,1
"27","Hawaii",582459,"(5,10]",9.158000245056,-155.8755712,NA,NA,20.09323859,1911.3,27.5,NA,1,45,NA,1,42.5,NA,1,12.5,NA,1,55,NA,1
"28","Hawaii",583400,"(10,15]",10.668,-155.87549,NA,NA,20.09202,20,NA,NA,1,49.09,NA,1,14.55,NA,1,36.36,NA,1,50.91,NA,1
"29","Hawaii",585283,"(5,10]",9.837758886552,-155.8718416,NA,NA,20.0872948,2667.5,45,NA,1,40,NA,1,45,NA,1,15,NA,1,60,NA,1
"30","Hawaii",586225,"(10,15]",10.060266940392,-155.8709724,NA,NA,20.08514774,2709.7,30,NA,1,42.5,NA,1,42.5,NA,1,15,NA,1,57.5,NA,1
"31","Hawaii",587167,"(5,10]",8.202643071192,-155.8691988,NA,NA,20.08356882,2765,37.5,NA,1,52.5,NA,1,32.5,NA,1,15,NA,1,47.5,NA,1
"32","Hawaii",588108,"(5,10]",9.455258319576,-155.8677806,NA,NA,20.08135114,3068.8,37.5,NA,1,50,NA,1,30,NA,1,20,NA,1,50,NA,1
"33","Hawaii",588109,"(10,15]",11.056913349432,-155.8662509,NA,NA,20.07951759,2361.3,45,NA,1,40,NA,1,37.5,NA,1,22.5,NA,1,60,NA,1
"34","Hawaii",589050,"(5,10]",8.92526946744,-155.8654489,NA,NA,20.07741916,2605,52.5,NA,1,40,NA,1,35,NA,1,25,NA,1,60,NA,1
"35","Hawaii",589992,"(5,10]",7.777740941064,-155.8642419,NA,NA,20.0752913,2925,37.5,NA,1,40,NA,1,32.5,NA,1,27.5,NA,1,60,NA,1
"36","Hawaii",590933,"(10,15]",14.0208,-155.86452,NA,NA,20.07392,20,NA,NA,2,48.7,3.95979797464467,2,19.35,2.33345237791561,2,32.35,6.29325035256027,2,51.7,3.95979797464467,2
"37","Hawaii",590934,"(5,10]",9.31250025,-155.8622059,NA,NA,20.0740523,2502.7,27.5,NA,1,37.5,NA,1,30,NA,1,32.5,NA,1,62.5,NA,1
"38","Hawaii",590935,"(5,10]",7.474409281536,-155.8602932,NA,NA,20.0734044,2227.2,32.5,NA,1,37.5,NA,1,30,NA,1,32.5,NA,1,62.5,NA,1
"39","Hawaii",591876,"(5,10]",9.357285964848,-155.8589616,NA,NA,20.07199025,2208.4,37.5,NA,1,27.5,NA,1,40,NA,1,32.5,NA,1,72.5,NA,1
"40","Hawaii",592818,"(5,10]",8.98646309664,-155.8566049,NA,NA,20.069126925,4037.6,26.25,1.76776695296637,2,40,7.07106781186548,2,33.75,1.76776695296637,2,26.25,8.83883476483184,2,60,7.07106781186548,2
"41","Hawaii",593760,"(5,10]",8.943800237592,-155.8551998,NA,NA,20.06681232,2269.1,27.5,NA,1,42.5,NA,1,20,NA,1,37.5,NA,1,57.5,NA,1
"42","Hawaii",594701,"(10,15]",10.102857418584,-155.8540553,NA,NA,20.06517358,2179.5,25,NA,1,40,NA,1,20,NA,1,40,NA,1,60,NA,1
"43","Hawaii",594702,"(10,15]",10.738136660088,-155.852935,NA,NA,20.06378652,1956.7,25,NA,1,45,NA,1,17.5,NA,1,37.5,NA,1,55,NA,1
"44","Hawaii",595643,"(5,10]",8.57269587744,-155.8518307,NA,NA,20.06240877,2076.9,25,NA,1,40,NA,1,15,NA,1,45,NA,1,60,NA,1
"45","Hawaii",596585,"(10,15]",10.789909387632,-155.8504326,NA,NA,20.06125439,2017.4,27.5,NA,1,37.5,NA,1,25,NA,1,37.5,NA,1,62.5,NA,1
"46","Hawaii",596586,"(10,15]",13.716,-155.8487678,NA,NA,20.05939339,30,NA,NA,1,25.43151943,NA,1,39.37263923,NA,1,35.19584133,NA,1,74.57,NA,1
"47","Hawaii",596586,"(5,10]",7.211227381812,-155.8486755,NA,NA,20.059967095,1924.1,32.5,NA,2,24.039805465,8.428987945779,2,33.298995575,11.7365520962393,2,42.66119896,3.3075641504603,2,75.96,8.42871283174365,2
"48","Hawaii",597527,"(5,10]",8.391500220528,-155.8476224,NA,NA,20.05888954,2367.1,32.5,NA,1,27.5,NA,1,27.5,NA,1,45,NA,1,72.5,NA,1
"49","Hawaii",597528,"(5,10]",8.892650237784,-155.8460193,NA,NA,20.05752677,2181.8,30,NA,1,42.5,NA,1,20,NA,1,37.5,NA,1,57.5,NA,1
"50","Hawaii",600353,"(5,10]",8.8392,-155.84073,NA,NA,20.05033,20,NA,NA,1,36.88,NA,1,17.02,NA,1,46.1,NA,1,63.12,NA,1
"51","Hawaii",606942,"(10,15]",13.716,-155.8371419,NA,NA,20.03566884,30,NA,NA,1,16.52844232,NA,1,37.57398547,NA,1,45.89757221,NA,1,83.47,NA,1
"52","Hawaii",606942,"(5,10]",6.096,-155.8366193,NA,NA,20.03571024,30,NA,NA,1,8.573521059,NA,1,36.48372343,NA,1,54.94275551,NA,1,91.43,NA,1
"53","Hawaii",613531,"(10,15]",13.716,-155.8312052,NA,NA,20.02040296,30,NA,NA,1,23.66495303,NA,1,48.50065055,NA,1,27.83439642,NA,1,76.34,NA,1
"54","Hawaii",613532,"(5,10]",6.096,-155.8299388,NA,NA,20.02049558,30,NA,NA,1,8.867117098,NA,1,39.90206144,NA,1,51.23082146,NA,1,91.13,NA,1
"55","Hawaii",621060,"(5,10]",6.096,-155.8289395,NA,NA,20.00066668,30,NA,NA,1,44.32562879,NA,1,24.09248305,NA,1,31.58188816,NA,1,55.67,NA,1
"56","Hawaii",622001,"(10,15]",13.716,-155.8309239,NA,NA,19.99986654,30,NA,NA,1,50.52872566,NA,1,11.34567187,NA,1,38.12560247,NA,1,49.47,NA,1
"57","Hawaii",622942,"(10,15]",10.032524864304,-155.8303229,NA,NA,19.99700278,2521.4,22.5,NA,1,47.5,NA,1,20,NA,1,32.5,NA,1,52.5,NA,1
"58","Hawaii",623883,"(10,15]",10.196574049032,-155.8297931,NA,NA,19.99488087,2371.4,12.5,NA,1,45,NA,1,20,NA,1,35,NA,1,55,NA,1
"59","Hawaii",624824,"(5,10]",9.933410106984,-155.829342,NA,NA,19.99293391,2373.8,10,NA,1,50,NA,1,20,NA,1,30,NA,1,50,NA,1
"60","Hawaii",625765,"(5,10]",8.804000233728,-155.8294424,NA,NA,19.99070497,2612.5,4,NA,1,50,NA,1,25,NA,1,25,NA,1,50,NA,1
"61","Hawaii",626705,"(5,10]",9.273819919944,-155.8324528,NA,NA,19.98756679,2423.4,10,NA,1,50,NA,1,20,NA,1,30,NA,1,50,NA,1
"62","Hawaii",626706,"(5,10]",7.457196911592,-155.831079,NA,NA,19.98902551,2600.5,22.5,NA,1,40,NA,1,20,NA,1,40,NA,1,60,NA,1
"63","Hawaii",627645,"(10,15]",13.716,-155.8338009,NA,NA,19.98668592,30,NA,NA,1,22.12907476,NA,1,47.27942114,NA,1,30.5915041,NA,1,77.87,NA,1
"64","Hawaii",627646,"(5,10]",7.931787017652,-155.83261135,NA,NA,19.986025525,2371.8,7.5,NA,2,24.8867787855,24.9088563186234,2,38.00506005,25.463000114052,2,37.108161165,0.554143794721476,2,75.115,24.9113719012021,2
"65","Hawaii",628587,"(5,10]",8.462098584792,-155.8324161,NA,NA,19.98371739,2557.8,12.5,NA,1,40,NA,1,20,NA,1,40,NA,1,60,NA,1
"66","Hawaii",629527,"(5,10]",9.981377321184,-155.833697,NA,NA,19.98181564,2449.6,15,NA,1,45,NA,1,20,NA,1,35,NA,1,55,NA,1
"67","Hawaii",630468,"(5,10]",9.201933580608,-155.8348392,NA,NA,19.98016085,2542.9,17.5,NA,1,45,NA,1,22.5,NA,1,32.5,NA,1,55,NA,1
"68","Hawaii",634226,"(10,15]",10.0584,-155.8488447,NA,NA,19.9700090275,60,NA,NA,4,37.52729885,15.6360814222163,4,25.2742474,8.15965528922395,4,37.19845375,7.96183416244165,4,62.4725,15.6357397756976,4
"69","Hawaii",634226,"(5,10]",6.096,-155.8487844,NA,NA,19.96988347,30,NA,NA,1,16.05417529,NA,1,48.87853692,NA,1,35.06728778,NA,1,83.95,NA,1
"70","Hawaii",639866,"(10,15]",11.613918353784,-155.8620023,NA,NA,19.95677019,2955.8,10,NA,1,62.5,NA,1,15,NA,1,22.5,NA,1,37.5,NA,1
"71","Hawaii",640806,"(10,15]",10.424754382104,-155.8631856,NA,NA,19.95472304,2448.5,20,NA,1,65,NA,1,20,NA,1,15,NA,1,35,NA,1
"72","Hawaii",641746,"(10,15]",13.716,-155.8663579,NA,NA,19.95298522,30,NA,NA,1,9.135293627,NA,1,59.94862752,NA,1,30.91607886,NA,1,90.86,NA,1
"73","Hawaii",641746,"(5,10]",7.487041101456,-155.8662952,NA,NA,19.95183124,2626.4,45,NA,2,29.928321755,17.7790378758698,2,45.62818903,7.95946125782548,2,24.443489215,9.81957661804431,2,70.07,17.7766644790298,2
"74","Hawaii",641747,"(5,10]",8.085295293696,-155.8647374,NA,NA,19.95293604,2699.3,40,NA,1,55,NA,1,32.5,NA,1,12.5,NA,1,45,NA,1
"75","Hawaii",642685,"(5,10]",9.439852712592,-155.8709932,NA,NA,19.94906047,2741.9,22.5,NA,1,60,NA,1,15,NA,1,25,NA,1,40,NA,1
"76","Hawaii",642686,"(5,10]",5.243049299256,-155.8690296,NA,NA,19.95066081,2719.6,35,NA,1,50,NA,1,30,NA,1,20,NA,1,50,NA,1
"77","Hawaii",643625,"(10,15]",13.764738093792,-155.8724717,NA,NA,19.9468605,3067.6,22.5,NA,1,62.5,NA,1,12.5,NA,1,25,NA,1,37.5,NA,1
"78","Hawaii",644565,"(10,15]",10.984852762032,-155.8744117,NA,NA,19.94502034,2788.6,10,NA,1,70,NA,1,17.5,NA,1,12.5,NA,1,30,NA,1
"79","Hawaii",645504,"(10,15]",11.503300319496,-155.8786541,NA,NA,19.94242233,2392.5,15,NA,1,55,NA,1,22.5,NA,1,22.5,NA,1,45,NA,1
"80","Hawaii",645505,"(10,15]",11.10088555308,-155.8768665,NA,NA,19.94402149,2840.1,15,NA,1,45,NA,1,35,NA,1,20,NA,1,55,NA,1
"81","Hawaii",649266,"(10,15]",13.716,-155.8847849,NA,NA,19.93513369,30,NA,NA,1,21.22490642,NA,1,42.01473804,NA,1,36.76035554,NA,1,78.78,NA,1
"82","Hawaii",649266,"(5,10]",6.096,-155.8842603,NA,NA,19.93455534,30,NA,NA,1,29.24374235,NA,1,49.76213401,NA,1,20.99412364,NA,1,70.76,NA,1
"83","Hawaii",657728,"(10,15]",13.716,-155.9006093,NA,NA,19.9140211,30,NA,NA,1,29.93256529,NA,1,39.45425393,NA,1,30.61318078,NA,1,70.07,NA,1
"84","Hawaii",657728,"(5,10]",6.096,-155.898741,NA,NA,19.91363838,30,NA,NA,1,17.97801748,NA,1,47.27517627,NA,1,34.74680625,NA,1,82.02,NA,1
"85","Hawaii",661490,"(5,10]",8.159934638448,-155.9041022,NA,NA,19.90437051,2216.9,37.5,NA,1,57.5,NA,1,15,NA,1,27.5,NA,1,42.5,NA,1
"86","Hawaii",661491,"(10,15]",10.1484429012,-155.9026697,NA,NA,19.90580181,2221.6,25,NA,1,67.5,NA,1,17.5,NA,1,15,NA,1,32.5,NA,1
"87","Hawaii",662430,"(10,15]",10.183639623288,-155.9066979,NA,NA,19.90164513,2000.8,32.5,NA,1,55,NA,1,17.5,NA,1,27.5,NA,1,45,NA,1
"88","Hawaii",662430,"(5,10]",9.623705176992,-155.9055015,NA,NA,19.90302612,1998.9,27.5,NA,1,60,NA,1,15,NA,1,25,NA,1,40,NA,1
"89","Hawaii",663371,"(5,10]",8.614000227648,-155.9076631,NA,NA,19.90009049,2007.7,37.5,NA,1,60,NA,1,15,NA,1,25,NA,1,40,NA,1
"90","Hawaii",664310,"(10,15]",10.504967500824,-155.9102088,NA,NA,19.89749162,1985.8,20,NA,1,55,NA,1,17.5,NA,1,27.5,NA,1,45,NA,1
"91","Hawaii",664311,"(5,10]",8.835487007556,-155.90938585,NA,NA,19.8985061,2074.3,35,NA,2,58.19,0.975807358037437,2,18.62,1.58391918985787,2,23.19,2.5597265478953,2,41.81,0.975807358037437,2
"92","Hawaii",665251,"(10,15]",12.944836435656,-155.9105071,NA,NA,19.89560433,2355.4,10,NA,1,60,NA,1,15,NA,1,25,NA,1,40,NA,1
"93","Hawaii",666193,"(10,15]",11.514541300824,-155.9092941,NA,NA,19.89411043,2109.4,15,NA,1,57.5,NA,1,15,NA,1,27.5,NA,1,42.5,NA,1
"94","Hawaii",666193,"(5,10]",9.513266922888,-155.908256,NA,NA,19.892585,2244.4,15,NA,1,55,NA,1,25,NA,1,20,NA,1,45,NA,1
"95","Hawaii",667133,"(10,15]",13.716,-155.9100545,NA,NA,19.89112342,30,NA,NA,1,58.47140618,NA,1,24.45718375,NA,1,17.07141006,NA,1,41.53,NA,1
"96","Hawaii",667134,"(5,10]",6.096,-155.9079331,NA,NA,19.89079074,30,NA,NA,1,37.16815098,NA,1,32.40033927,NA,1,30.43150975,NA,1,62.83,NA,1
"97","Hawaii",674656,"(10,15]",13.716,-155.9220196,NA,NA,19.87313644,30,NA,NA,1,51.0060696,NA,1,14.14528078,NA,1,34.84864963,NA,1,48.99,NA,1
"98","Hawaii",674656,"(5,10]",6.096,-155.922528,NA,NA,19.87344406,30,NA,NA,1,54.30129037,NA,1,16.50478801,NA,1,29.19392162,NA,1,45.7,NA,1
"99","Hawaii",676537,"(5,10]",9.7536,-155.92432,NA,NA,19.86904,14,NA,NA,1,55.97,NA,1,10.92,NA,1,33.11,NA,1,44.03,NA,1
"100","Hawaii",679358,"(5,10]",8.745721544088,-155.9294926,NA,NA,19.86131942,2211.2,25,NA,1,70,NA,1,12.5,NA,1,17.5,NA,1,30,NA,1
"101","Hawaii",679359,"(10,15]",10.9728,-155.92772,NA,NA,19.86232,10.5,NA,NA,1,50.38,NA,1,30.08,NA,1,19.55,NA,1,49.62,NA,1
"102","Hawaii",679359,"(5,10]",9.880606824732,-155.9270966,NA,NA,19.862370855,4702.4,21.25,8.83883476483184,2,68.75,5.30330085889911,2,16.25,1.76776695296637,2,15,3.53553390593274,2,31.25,5.30330085889911,2
"103","Hawaii",680297,"(5,10]",9.274196969736,-155.9333024,NA,NA,19.85869352,2441.5,17.5,NA,1,77.5,NA,1,10,NA,1,12.5,NA,1,22.5,NA,1
"104","Hawaii",680298,"(5,10]",9.06075433998,-155.93157135,NA,NA,19.86024307,3991.5,22.5,3.53553390593274,2,66.25,5.30330085889911,2,16.25,1.76776695296637,2,17.5,3.53553390593274,2,33.75,5.30330085889911,2
"105","Hawaii",681238,"(5,10]",9.384541235712,-155.9339986,NA,NA,19.85733512,2508,20,NA,1,75,NA,1,10,NA,1,15,NA,1,25,NA,1
"106","Hawaii",682173,"(10,15]",10.3632,-155.94743,NA,NA,19.85507,15.3,NA,NA,1,76.22,NA,1,12.94,NA,1,10.84,NA,1,23.78,NA,1
"107","Hawaii",682178,"(5,10]",6.096,-155.9347955,NA,NA,19.8552772,30,NA,NA,1,58.16212849,NA,1,23.04191977,NA,1,18.79595174,NA,1,41.84,NA,1
"108","Hawaii",682179,"(10,15]",13.716,-155.9341545,NA,NA,19.85513547,30,NA,NA,1,40.78677007,NA,1,28.15006297,NA,1,31.06316696,NA,1,59.21,NA,1
"109","Hawaii",682179,"(5,10]",9.79119698628,-155.9344936,NA,NA,19.85575138,2134.5,20,NA,1,72.5,NA,1,17.5,NA,1,10,NA,1,27.5,NA,1
"110","Hawaii",683106,"(5,10]",9.966492074856,-155.9654226,NA,NA,19.8522618,2204.7,30,NA,1,57.5,NA,1,12.5,NA,1,30,NA,1,42.5,NA,1
"111","Hawaii",683107,"(5,10]",9.191639591544,-155.963485,NA,NA,19.85279399,2171.4,57.5,NA,1,60,NA,1,15,NA,1,25,NA,1,40,NA,1
"112","Hawaii",683108,"(5,10]",8.59181989812,-155.9615629,NA,NA,19.85318413,2144.7,57.5,NA,1,67.5,NA,1,15,NA,1,17.5,NA,1,32.5,NA,1
"113","Hawaii",683109,"(10,15]",13.716,-155.9582648,NA,NA,19.85339941,30,NA,NA,1,44.78797261,NA,1,36.15442349,NA,1,19.0576039,NA,1,55.21,NA,1
"114","Hawaii",683109,"(5,10]",6.096,-155.9584434,NA,NA,19.85392772,30,NA,NA,1,59.66462166,NA,1,19.11943183,NA,1,21.21594652,NA,1,40.34,NA,1
"115","Hawaii",683119,"(10,15]",10.28031585564,-155.93519775,NA,NA,19.853182575,4081.2,8.75,12.3743686707646,2,77.5,31.8198051533946,2,11.25,15.9099025766973,2,11.25,15.9099025766973,2,22.5,31.8198051533946,2
"116","Hawaii",684045,"(5,10]",7.98970020828,-155.9694246,NA,NA,19.85029959,2419.3,47.5,NA,1,67.5,NA,1,12.5,NA,1,20,NA,1,32.5,NA,1
"117","Hawaii",684046,"(5,10]",9.345705168096,-155.9672981,NA,NA,19.85113605,2420.7,52.5,NA,1,50,NA,1,20,NA,1,30,NA,1,50,NA,1
"118","Hawaii",686863,"(10,15]",13.716,-155.9806157,NA,NA,19.84373583,30,NA,NA,1,44.82741742,NA,1,24.04194942,NA,1,31.13063317,NA,1,55.17,NA,1
"119","Hawaii",686863,"(5,10]",6.096,-155.9809445,NA,NA,19.84395342,30,NA,NA,1,62.05544053,NA,1,16.28364389,NA,1,21.66091557,NA,1,37.94,NA,1
"120","Hawaii",690619,"(5,10]",6.096,-155.9980364,NA,NA,19.83444801,30,NA,NA,1,56.19168222,NA,1,10.98578786,NA,1,32.82252992,NA,1,43.81,NA,1
"121","Hawaii",690620,"(10,15]",13.716,-155.9976033,NA,NA,19.83415037,30,NA,NA,1,52.3761354,NA,1,19.94682466,NA,1,27.67703994,NA,1,47.62,NA,1
"122","Hawaii",700025,"(10,15]",13.716,-156.0070387,NA,NA,19.81315588,30,NA,NA,1,50.50710949,NA,1,20.64454012,NA,1,28.84835039,NA,1,49.49,NA,1
"123","Hawaii",700025,"(5,10]",6.096,-156.0076166,NA,NA,19.81344681,30,NA,NA,1,55.53933313,NA,1,23.98360288,NA,1,20.47706399,NA,1,44.46,NA,1
"124","Hawaii",706603,"(10,15]",13.716,-156.0277422,NA,NA,19.79631848,30,NA,NA,1,39.01560624,NA,1,27.40696279,NA,1,33.57743097,NA,1,60.98,NA,1
"125","Hawaii",706603,"(5,10]",6.096,-156.0281404,NA,NA,19.79669374,30,NA,NA,1,57.22630231,NA,1,21.72932993,NA,1,21.04436777,NA,1,42.77,NA,1
"126","Hawaii",708482,"(5,10]",5.651000132832,-156.0348566,NA,NA,19.79225709,2396.5,15,NA,1,57.5,NA,1,17.5,NA,1,25,NA,1,42.5,NA,1
"127","Hawaii",708483,"(5,10]",5.93023823628,-156.0335707,NA,NA,19.79278746,749.2,30,NA,1,55,NA,1,20,NA,1,25,NA,1,45,NA,1
"128","Hawaii",709421,"(5,10]",6.54057393204,-156.0389541,NA,NA,19.78954994,2646.9,4,NA,1,32.5,NA,1,7.5,NA,1,60,NA,1,67.5,NA,1
"129","Hawaii",709422,"(5,10]",7.626278883816,-156.0368077,NA,NA,19.79085447,2820.4,0.1,NA,1,5,NA,1,0,NA,1,95,NA,1,95,NA,1
"130","Hawaii",710361,"(5,10]",6.278901792444,-156.0414228,NA,NA,19.787561565,5301.1,10,7.07106781186548,2,30,7.07106781186548,2,7.5,3.53553390593274,2,62.5,10.6066017177982,2,70,7.07106781186548,2
"131","Hawaii",711300,"(5,10]",7.91859036828,-156.046272,NA,NA,19.78525666,2389.7,12.5,NA,1,37.5,NA,1,12.5,NA,1,50,NA,1,62.5,NA,1
"132","Hawaii",711301,"(5,10]",7.535885439,-156.0439912,NA,NA,19.78581303,2741.3,17.5,NA,1,60,NA,1,10,NA,1,30,NA,1,40,NA,1
"133","Hawaii",712240,"(10,15]",13.716,-156.0475293,NA,NA,19.78396682,30,NA,NA,1,40.07029227,NA,1,26.39289678,NA,1,33.53681095,NA,1,59.93,NA,1
"134","Hawaii",712240,"(5,10]",7.739155863672,-156.04786015,NA,NA,19.784079505,2498.3,37.5,NA,2,51.76614572,4.57336058151428,2,10.238937835,3.8734430327538,2,37.994916445,0.69991754876048,2,48.235,4.57498087427696,2
"135","Hawaii",713181,"(5,10]",9.631083592512,-156.0479701,NA,NA,19.78204249,2278.2,12.5,NA,1,57.5,NA,1,10,NA,1,32.5,NA,1,42.5,NA,1
"136","Hawaii",716003,"(5,10]",8.427778909464,-156.05072405,NA,NA,19.77463776,4148,52.5,3.53553390593274,2,56.25,1.76776695296637,2,23.75,1.76776695296637,2,20,0,2,43.75,1.76776695296637,2
"137","Hawaii",716944,"(5,10]",7.955828075364,-156.05121995,NA,NA,19.771829165,4132.3,40,14.142135623731,2,53.75,1.76776695296637,2,21.25,1.76776695296637,2,25,0,2,46.25,1.76776695296637,2
"138","Hawaii",717885,"(5,10]",7.960032994056,-156.0503223,NA,NA,19.76920987,2124.3,15,NA,1,60,NA,1,20,NA,1,20,NA,1,40,NA,1
"139","Hawaii",718826,"(5,10]",8.911229745456,-156.0510049,NA,NA,19.76753093,2107.4,10,NA,1,62.5,NA,1,17.5,NA,1,20,NA,1,37.5,NA,1
"140","Hawaii",719767,"(10,15]",10.02145928928,-156.0504038,NA,NA,19.76589198,2009.3,2.6,NA,1,40,NA,1,20,NA,1,40,NA,1,60,NA,1
"141","Hawaii",719767,"(5,10]",9.834656004264,-156.0505948,NA,NA,19.76419593,1983,3,NA,1,52.5,NA,1,12.5,NA,1,35,NA,1,47.5,NA,1
"142","Hawaii",720708,"(5,10]",8.524131374112,-156.0515311,NA,NA,19.76282718,1980.7,32.5,NA,1,55,NA,1,12.5,NA,1,32.5,NA,1,45,NA,1
"143","Hawaii",721648,"(5,10]",6.676516832112,-156.0518393,NA,NA,19.76108796,2092.8,25,NA,1,70,NA,1,12.5,NA,1,17.5,NA,1,30,NA,1
"144","Hawaii",722590,"(10,15]",11.391377366304,-156.0505692,NA,NA,19.75933499,2146.6,15,NA,1,45,NA,1,30,NA,1,25,NA,1,55,NA,1
